"directorio","secuencia_p","orden","clase","dominio","age","sex","estrato1","p6210","p6240","mes","relab","p6426","p6870","p6920","p7040","p7070","y_total_m_ha","maxEducLevel","totalHoursWorked","formal","informal","cuentaPropia","microEmpresa","sizeFirm","y_total_m","college","depto","ingtot"
4777743,1,4,1,"BOGOTA",22,1,4,6,1,11,1,1,3,2,2,0,4148.14794921875,7,36,0,1,0,1,2,640000,0,11,7.52e-07
4777743,1,3,1,"BOGOTA",45,0,4,6,1,11,1,2,5,1,2,0,11666.6669921875,7,40,1,0,0,0,4,2e+06,0,11,2e-06
4777744,1,2,1,"BOGOTA",42,0,4,6,1,11,2,48,9,1,2,0,9027.7783203125,7,70,1,0,0,0,5,2708333.5,0,11,2.70833333333333e-06
4777744,1,1,1,"BOGOTA",49,1,4,6,1,11,1,216,9,1,2,0,56000,7,50,1,0,0,0,5,1.2e+07,0,11,1.2e-05
4777745,1,2,1,"BOGOTA",60,1,3,5,1,11,4,420,1,2,2,0,4557.2451171875,6,40,0,1,1,1,1,781242,1,11,7.81242e-07
4777745,1,3,1,"BOGOTA",62,1,3,5,1,11,4,180,1,2,2,0,1944.44445800781,6,72,0,1,1,1,1,6e+05,1,11,6e-07
4777746,1,1,1,"BOGOTA",58,1,3,3,1,11,4,36,1,2,2,0,2666.66674804688,3,70,0,1,1,1,1,8e+05,0,11,8e-07
4777747,1,2,1,"BOGOTA",33,0,3,5,1,11,1,24,2,2,1,2e+05,4277.77783203125,6,60,0,1,0,1,2,1100000,1,11,1.1e-06
4777748,1,1,1,"BOGOTA",57,1,3,6,1,11,5,180,2,2,2,0,4666.66650390625,7,60,0,1,0,1,2,1200000,0,11,1.36666666666667e-06
4777749,1,3,1,"BOGOTA",37,1,3,6,1,11,5,96,2,2,2,0,5833.33349609375,7,60,0,1,0,1,2,1500000,0,11,1.5e-06
4777749,1,1,1,"BOGOTA",58,1,3,5,1,11,1,60,2,2,2,0,1944.44445800781,6,60,0,1,0,1,2,5e+05,1,11,1.3e-06
4777749,1,5,1,"BOGOTA",22,1,3,5,1,11,1,2,9,1,2,0,3700.87915039062,6,56,1,0,0,0,5,888211,1,11,1.138211e-06
4777749,1,2,1,"BOGOTA",59,0,3,4,1,11,4,35,1,2,2,0,1666.66662597656,5,35,0,1,1,1,1,250000,0,11,2.5e-07
4777749,1,4,1,"BOGOTA",29,1,3,6,1,11,1,30,9,1,2,0,6809.70263671875,7,40,1,0,0,0,5,1167377.625,0,11,1.16737766666667e-06
4777751,1,1,1,"BOGOTA",36,1,3,5,1,11,1,36,4,1,2,0,4463.52587890625,6,48,1,0,0,0,3,918211,1,11,9.18211e-07
4777751,1,4,1,"BOGOTA",32,0,3,4,1,11,4,80,1,2,2,0,5185.18505859375,5,45,0,1,1,1,1,1e+06,0,11,1e-06
4777752,2,1,1,"BOGOTA",25,1,4,5,1,11,1,24,4,1,2,0,4861.111328125,6,48,1,0,0,0,3,1e+06,1,11,1e-06
4777753,1,1,1,"BOGOTA",33,1,3,5,1,11,1,24,9,1,2,0,5367.77783203125,6,70,1,0,0,0,5,1610333.375,1,11,1.61033333333333e-06
4777754,1,2,1,"BOGOTA",25,0,3,5,1,11,1,1,5,2,2,0,3797.7041015625,6,48,0,1,0,0,4,781242,1,11,7.81242e-07
4777755,1,1,1,"BOGOTA",37,1,2,5,1,11,1,24,9,1,2,0,2757.61938476562,6,84,1,0,0,0,5,992743,1,11,1.25315966666667e-06
4777756,1,1,1,"BOGOTA",43,1,3,5,1,11,1,240,4,1,2,0,6617.5458984375,6,56,1,0,0,0,3,1588211,1,11,1.788211e-06
4777757,1,1,1,"BOGOTA",59,1,3,4,1,11,1,120,2,1,2,0,4984.8486328125,5,44,1,0,0,1,2,940000,0,11,9.4e-07
4777759,1,1,1,"BOGOTA",34,1,2,5,1,11,1,3,2,2,2,0,3111.11108398438,6,30,0,1,0,1,2,4e+05,1,11,4e-07
4777761,1,1,1,"BOGOTA",47,0,2,5,1,11,2,156,9,1,2,0,10633.7265625,6,40,1,0,0,0,5,1822924.625,1,11,1.82292466666667e-06
4777762,1,2,1,"BOGOTA",53,0,2,5,1,11,1,72,4,2,2,0,3510.80249023438,6,54,0,1,0,0,3,812500,1,11,9.685e-07
4777762,1,1,1,"BOGOTA",54,1,2,4,1,11,1,60,5,1,2,0,4402.61181640625,5,48,1,0,0,0,4,905680.1875,0,11,1.40568016666667e-06
4777765,1,1,1,"BOGOTA",24,1,1,5,1,11,1,5,5,1,2,0,5810.6982421875,6,40,1,0,0,0,4,996119.6875,1,11,9.96119666666667e-07
4777766,1,1,1,"BOGOTA",42,1,2,3,1,11,1,5,5,1,2,0,7928.47216796875,4,48,1,0,0,0,4,1631000,0,11,1.631e-06
4777766,1,3,1,"BOGOTA",21,1,2,5,1,11,1,1,9,1,2,0,4226.5078125,6,48,1,0,0,0,5,869453,1,11,8.69453e-07
4777767,1,1,1,"BOGOTA",38,1,2,3,1,11,9,9,2,1,1,6e+05,3088.2353515625,4,68,1,0,0,1,2,9e+05,0,11,1.508e-06
4777768,1,3,1,"BOGOTA",43,1,2,5,1,11,4,24,1,2,2,0,2777.77783203125,6,42,0,1,1,1,1,5e+05,1,11,5e-07
4777769,1,1,1,"BOGOTA",34,1,2,4,1,11,4,4,1,2,2,0,5833.33349609375,5,48,0,1,1,1,1,1200000,0,11,1.2e-06
4777770,1,5,1,"BOGOTA",24,1,3,5,1,11,1,5,9,1,2,0,5095.47509765625,6,48,1,0,0,0,5,1048212,1,11,1.048212e-06
4777770,1,1,1,"BOGOTA",38,1,3,6,1,11,2,180,9,1,2,0,15927.025390625,7,48,1,0,0,0,5,3276416.75,0,11,3.27641666666667e-06
4777771,1,1,1,"BOGOTA",49,1,2,6,1,11,1,324,9,1,2,0,8733.7958984375,7,48,1,0,0,0,5,1796666.625,0,11,1.81066666666667e-06
4777771,1,2,1,"BOGOTA",43,0,2,5,1,11,1,12,2,2,2,0,2916.66674804688,6,48,0,1,0,1,2,6e+05,1,11,8e-07
4777771,1,3,1,"BOGOTA",26,1,2,5,1,11,1,30,4,1,2,0,6626.72021484375,6,48,1,0,0,0,3,1363211,1,11,1.723211e-06
4777771,1,6,1,"BOGOTA",22,0,2,5,1,11,1,36,9,1,2,0,4693.67724609375,6,48,1,0,0,0,5,965556.5,1,11,9.655565e-07
4777771,1,5,1,"BOGOTA",26,1,2,5,1,11,1,12,2,2,2,0,3111.11108398438,6,60,0,1,0,1,2,8e+05,1,11,1.04e-06
4777772,1,2,1,"BOGOTA",56,0,2,3,1,11,1,120,3,1,2,0,5441.0009765625,4,40,1,0,0,1,2,932743,0,11,9.32743e-07
4777772,1,3,1,"BOGOTA",30,1,2,5,1,11,4,12,2,1,2,0,6666.66650390625,6,42,1,0,1,1,2,1200000,1,11,1.2e-06
4777773,1,3,1,"BOGOTA",50,0,2,4,1,11,4,120,1,1,2,0,4666.66650390625,5,40,0,1,1,1,1,8e+05,0,11,8e-07
4777773,1,5,1,"BOGOTA",46,1,2,5,1,11,1,168,9,1,2,0,8385.4169921875,6,48,1,0,0,0,5,1725000,1,11,1.995e-06
4777773,1,4,1,"BOGOTA",31,1,2,6,1,11,1,4,9,1,1,1e+05,8888.888671875,7,42,1,0,0,0,5,1600000,0,11,1.6e-06
4777774,1,2,1,"BOGOTA",31,1,2,3,1,11,1,72,2,1,2,0,6003.47216796875,4,48,1,0,0,1,2,1235000,0,11,1.235e-06
4777774,1,5,1,"BOGOTA",40,0,2,3,1,11,1,1,5,1,2,0,4226.5078125,4,48,1,0,0,0,4,869453,0,11,8.69453e-07
4777774,1,6,1,"BOGOTA",19,0,2,5,1,11,3,10,1,2,2,0,1272.72729492188,6,55,0,1,0,1,1,3e+05,1,11,5e-07
4777774,1,1,1,"BOGOTA",33,0,2,4,1,11,3,48,1,1,2,0,4015.09497070312,5,60,1,0,0,1,1,1032453,0,11,1.482453e-06
4777775,1,1,1,"BOGOTA",39,0,2,6,1,11,1,132,9,1,2,0,5938.06298828125,7,48,1,0,0,0,5,1221544.375,0,11,1.22154433333333e-06
4777776,1,2,1,"BOGOTA",33,0,2,3,1,11,1,0,2,2,2,0,2741.5185546875,4,74,0,1,0,1,2,869453,0,11,8.69453e-07
4777776,1,1,1,"BOGOTA",40,1,2,6,1,11,1,36,9,1,2,0,15746.7587890625,7,48,1,0,0,0,5,3239333.25,0,11,3.23933333333333e-06
4777777,1,1,1,"BOGOTA",29,1,2,5,1,11,1,108,9,1,2,0,8605.787109375,6,48,1,0,0,0,5,1770333.375,1,11,1.77033333333333e-06
4777777,1,2,1,"BOGOTA",29,0,2,5,1,11,1,9,9,1,2,0,4073.16723632812,6,48,1,0,0,0,5,837908.6875,1,11,1.07790866666667e-06
4777778,1,1,1,"BOGOTA",41,1,3,6,1,11,2,276,9,1,2,0,14061.1748046875,7,66,1,0,0,0,5,3977303.75,0,11,4.87730366666667e-06
4777779,1,1,1,"BOGOTA",35,1,2,6,1,11,2,120,9,1,2,0,3680.5556640625,7,84,1,0,0,0,5,1325000,0,11,1.825e-06
4777779,1,2,1,"BOGOTA",36,0,2,6,1,11,1,7,9,1,2,0,8224.2861328125,7,40,1,0,0,0,5,1409877.625,0,11,1.40987766666667e-06
4777780,1,5,1,"BOGOTA",27,0,3,5,1,11,4,7,2,2,2,0,4375,6,48,0,1,1,1,2,9e+05,1,11,9e-07
4777781,1,1,1,"BOGOTA",42,1,2,5,1,11,5,168,3,1,2,0,12152.77734375,6,48,1,0,0,1,2,2500000,1,11,3e-06
4777781,1,2,1,"BOGOTA",34,0,2,6,1,11,1,132,9,1,2,0,13373.8876953125,7,40,1,0,0,0,5,2292666.5,0,11,2.41266666666667e-06
4777782,1,2,1,"BOGOTA",44,0,1,4,1,11,4,240,1,2,2,0,6720,5,25,0,1,1,1,1,720000,0,11,7.2e-07
4777784,1,1,1,"BOGOTA",53,1,2,3,1,11,1,54,9,1,2,0,4786.03857421875,4,48,1,0,0,0,5,984556.5,0,11,1.1845565e-06
4777785,1,1,1,"BOGOTA",36,1,2,5,1,11,1,96,9,1,2,0,4841.22265625,6,48,1,0,0,0,5,995908.6875,1,11,9.95908666666667e-07
4777786,1,1,1,"BOGOTA",34,1,2,6,1,11,1,3,3,1,2,0,4988.0283203125,7,48,1,0,0,1,2,1026108.6875,0,11,1.02610866666667e-06
4777786,1,2,1,"BOGOTA",31,0,2,6,1,11,1,3,9,1,2,0,4666.66650390625,7,48,1,0,0,0,5,960000,0,11,9.6e-07
4777787,1,3,1,"BOGOTA",43,1,2,6,1,11,1,6,9,1,2,0,6319.4443359375,7,48,1,0,0,0,5,1300000,0,11,1.3e-06
4777788,1,1,1,"BOGOTA",56,1,2,3,1,11,1,6,6,1,2,0,4226.5078125,4,48,1,0,0,0,4,869453,0,11,8.69453e-07
4777789,1,5,1,"BOGOTA",25,1,3,5,1,11,1,6,3,2,2,0,3500,6,60,0,1,0,1,2,9e+05,1,11,9e-07
4777789,1,3,1,"BOGOTA",42,1,3,4,1,11,4,72,1,2,2,0,3500,5,60,0,1,1,1,1,9e+05,0,11,9e-07
4777791,1,1,1,"BOGOTA",40,1,3,5,1,11,4,180,1,2,2,0,10606.060546875,6,66,0,1,1,1,1,3e+06,1,11,3e-06
4777791,1,2,1,"BOGOTA",30,0,3,6,1,11,4,120,1,1,2,0,23333.333984375,7,40,1,0,1,1,1,4e+06,0,11,4e-06
4777792,1,1,1,"BOGOTA",36,1,2,9,1,11,1,9,4,1,2,0,3955.94189453125,1,48,1,0,0,0,3,813793.75,0,11,8.1379375e-07
4777794,1,2,1,"BOGOTA",29,0,3,6,1,11,1,55,9,1,2,0,8814.8154296875,7,48,1,0,0,0,5,1813333.375,0,11,1.90933333333333e-06
4777794,1,1,1,"BOGOTA",31,1,3,6,1,11,1,8,9,1,2,0,8408.0078125,7,45,1,0,0,0,5,1621544.375,0,11,1.62154433333333e-06
4777795,1,1,1,"BOGOTA",43,0,2,5,1,11,1,2,2,2,2,0,2916.66674804688,6,48,0,1,0,1,2,6e+05,1,11,6e-07
4777796,1,4,1,"BOGOTA",36,1,2,5,1,11,4,4,1,2,2,0,1866.66662597656,6,50,0,1,1,1,1,4e+05,1,11,4e-07
4777796,1,1,1,"BOGOTA",65,0,2,4,1,11,1,12,4,2,2,0,2531.802734375,5,72,0,1,0,0,3,781242,0,11,9.81242e-07
4777796,1,2,1,"BOGOTA",44,0,2,5,1,11,1,84,9,1,2,0,4861.111328125,6,48,1,0,0,0,5,1e+06,1,11,1e-06
4777797,1,3,1,"BOGOTA",26,1,2,6,1,11,1,58,5,1,2,0,3988.0556640625,7,60,1,0,0,0,4,1025500,0,11,1.0255e-06
4777797,1,1,1,"BOGOTA",52,1,2,4,1,11,1,132,9,1,2,0,5415.64404296875,5,48,1,0,0,0,5,1114075.375,0,11,1.44207533333333e-06
4777797,1,6,1,"BOGOTA",31,0,2,5,1,11,1,5,9,1,2,0,4404.81494140625,6,54,1,0,0,0,5,1019400,1,11,1.0194e-06
4777798,1,1,1,"BOGOTA",43,1,3,5,1,11,4,288,1,2,2,0,7291.66650390625,6,48,0,1,1,1,1,1500000,1,11,1.5e-06
4777799,1,1,1,"BOGOTA",25,1,2,5,1,11,4,24,2,2,2,0,19444.4453125,6,60,0,1,1,1,2,5e+06,1,11,5e-06
4777800,1,1,1,"BOGOTA",41,0,4,6,1,11,1,20,9,1,2,0,16581.7890625,7,72,1,0,0,0,5,5116666.5,0,11,5.70666666666667e-06
4777800,1,2,1,"BOGOTA",45,1,4,6,1,11,4,12,1,1,2,0,5833.33349609375,7,40,1,0,1,1,1,1e+06,0,11,1e-06
4777800,1,3,1,"BOGOTA",23,1,4,6,1,11,1,5,9,1,2,0,6347.8974609375,7,40,1,0,0,0,5,1088211,0,11,1.088211e-06
4777801,1,1,1,"BOGOTA",34,1,2,5,1,11,1,30,4,1,2,0,6913.580078125,6,27,1,0,0,0,3,8e+05,1,11,9.2e-07
4777811,1,1,1,"BOGOTA",58,0,2,3,1,11,1,2,7,1,2,0,4226.5078125,4,48,1,0,0,0,4,869453,0,11,1.069453e-06
4777812,1,1,1,"BOGOTA",61,1,3,5,1,11,4,360,2,2,2,0,4375,6,48,0,1,1,1,2,9e+05,1,11,9e-07
4777814,1,2,1,"BOGOTA",29,1,2,5,1,11,1,24,9,1,2,0,4542.98291015625,6,48,1,0,0,0,5,934556.5,1,11,9.345565e-07
4777814,1,1,1,"BOGOTA",26,0,2,4,1,11,1,1,4,2,2,0,3422.22216796875,5,50,0,1,0,0,3,733333.3125,0,11,7.33333333333333e-07
4777821,1,1,1,"BOGOTA",35,1,4,6,1,11,1,204,9,1,2,0,73111.109375,7,50,1,0,0,0,5,15666667,0,11,1.56666666666667e-05
4777821,1,2,1,"BOGOTA",36,0,4,6,1,11,1,48,5,1,2,0,52986.11328125,7,40,1,0,0,0,4,9083334,0,11,9.08333333333333e-06
4777822,1,1,1,"BOGOTA",27,1,4,6,1,11,5,36,4,1,1,2180000,9015.1513671875,7,44,1,0,0,0,3,1700000,0,11,5.13e-06
4777825,1,1,1,"BOGOTA",42,1,4,6,1,11,4,144,9,1,2,0,58333.33203125,7,60,1,0,1,0,5,1.5e+07,0,11,1.5e-05
4777825,1,2,1,"BOGOTA",32,0,4,6,1,11,4,96,9,1,2,0,42933.33203125,7,50,1,0,1,0,5,9200000,0,11,9.2e-06
4777826,1,2,1,"BOGOTA",25,0,3,6,1,11,1,5,5,1,2,0,4545.41357421875,7,48,1,0,0,0,4,935056.5,0,11,9.350565e-07
4777826,1,1,1,"BOGOTA",62,0,3,5,1,11,4,96,1,2,2,0,4666.66650390625,6,40,0,1,1,1,1,8e+05,1,11,9.66666666666667e-07
4777831,1,1,1,"BOGOTA",47,0,2,5,1,11,1,156,9,1,2,0,4692.16162109375,6,48,1,0,0,0,5,965244.6875,1,11,9.65244666666667e-07
4777832,1,1,1,"BOGOTA",36,0,4,6,1,11,1,84,8,1,1,0,16299.01953125,7,102,1,0,0,0,5,7125000,0,11,8.425e-06
4780046,1,1,1,"BOGOTA",43,1,1,3,1,11,1,9,9,1,2,0,6041.98486328125,3,50,1,0,0,0,5,1294711,0,11,1.294711e-06
4780047,1,1,1,"BOGOTA",20,0,3,6,1,11,1,15,9,1,2,0,7806.23095703125,7,40,1,0,0,0,5,1338211,0,11,1.338211e-06
4780066,1,1,1,"BOGOTA",48,0,1,4,1,11,1,204,4,1,2,0,4451.15771484375,5,48,1,0,0,0,3,915666.6875,0,11,1.21566666666667e-06
4780277,1,2,1,"BOGOTA",33,1,2,6,1,12,4,10,9,1,2,0,19349.59375,7,41,1,0,1,0,5,3400000,0,11,3.4e-06
4780278,1,2,1,"BOGOTA",48,0,2,6,1,12,1,276,9,1,2,0,9917.5302734375,7,45,1,0,0,0,5,1912666.625,0,11,2.03566666666667e-06
4780280,1,1,1,"BOGOTA",31,1,2,6,1,12,1,26,9,1,2,0,10198.611328125,7,40,1,0,0,0,5,1748333.375,0,11,1.74833333333333e-06
4780281,1,1,1,"BOGOTA",48,1,2,3,1,12,5,180,2,2,2,0,14583.3330078125,4,48,0,1,0,1,2,3e+06,0,11,4.5e-06
4780281,1,2,1,"BOGOTA",35,0,2,4,1,12,4,120,1,2,2,0,3402.77783203125,5,48,0,1,1,1,1,7e+05,0,11,7e-07
4780281,1,3,1,"BOGOTA",18,0,2,6,1,12,1,1,9,1,2,0,3038.16333007812,7,60,1,0,0,0,5,781242,0,11,7.81242e-07
4782203,1,1,1,"BOGOTA",30,0,2,5,1,12,4,6,3,2,2,0,2121.21215820312,6,77,0,1,1,1,2,7e+05,1,11,8.5e-07
4782207,1,1,1,"BOGOTA",57,1,3,6,1,12,1,144,7,1,2,0,4154.185546875,7,48,1,0,0,0,4,854575.3125,0,11,7.521242e-06
4782207,1,2,1,"BOGOTA",42,0,3,5,1,12,1,84,7,1,2,0,4819.3857421875,6,45,1,0,0,0,4,929453,1,11,9.29453e-07
4782208,1,2,1,"BOGOTA",20,1,3,5,1,12,3,7,2,2,2,0,5606.5517578125,6,55,0,1,0,1,2,1321544.375,1,11,1.77154433333333e-06
4782208,1,1,1,"BOGOTA",31,1,3,6,1,12,4,70,2,2,2,0,33333.33203125,7,14,0,1,1,1,2,2e+06,0,11,2e-06
4782209,1,2,1,"BOGOTA",34,0,2,5,1,12,1,5,9,1,2,0,3751.88745117188,6,56,1,0,0,0,5,900453,1,11,9.00453e-07
4782209,1,1,1,"BOGOTA",36,1,2,5,1,12,1,8,9,1,2,0,5325.55908203125,6,40,1,0,0,0,5,912953,1,11,9.12953e-07
4782211,1,1,1,"BOGOTA",44,0,3,6,1,12,1,48,3,1,2,0,15683.029296875,7,48,1,0,0,1,2,3226223.25,0,11,3.22622316666667e-06
4782211,1,3,1,"BOGOTA",26,1,3,6,1,12,1,4,9,1,2,0,13484.3173828125,7,48,1,0,0,0,5,2773916.75,0,11,2.77391666666667e-06
4782211,1,2,1,"BOGOTA",28,0,3,6,1,12,1,20,3,1,2,0,10214.279296875,7,48,1,0,0,1,2,2101223.25,0,11,2.10122316666667e-06
4782212,1,1,1,"BOGOTA",54,0,3,5,1,12,3,11,2,2,2,0,1866.66662597656,6,50,0,1,0,1,2,4e+05,1,11,8e-07
4782212,1,2,1,"BOGOTA",64,1,3,5,1,12,4,6,1,1,2,0,4861.111328125,6,48,1,0,1,1,1,1e+06,1,11,1e-06
4782213,1,1,1,"BOGOTA",32,1,6,6,1,12,1,96,7,1,2,0,70000,7,40,1,0,0,0,4,1.2e+07,0,11,2.56666666666667e-05
4782214,1,2,1,"BOGOTA",20,1,2,5,1,12,2,10,9,1,2,0,1866.66662597656,6,60,1,0,0,0,5,480000,1,11,4.8e-07
4782215,1,1,1,"BOGOTA",55,1,6,6,1,12,5,216,5,1,2,0,35000,7,40,1,0,0,0,4,6e+06,0,11,6e-06
4782215,1,2,1,"BOGOTA",25,1,6,6,1,12,1,33,9,1,2,0,22361.111328125,7,40,1,0,0,0,5,3833333.5,0,11,4.12333333333333e-06
4782217,1,1,1,"BOGOTA",28,1,3,5,1,12,1,121,8,1,2,0,10992.029296875,6,46,1,0,0,0,5,2167000,1,11,2.585e-06
4782218,1,2,1,"BOGOTA",60,0,2,4,1,12,4,144,1,2,2,0,2333.33325195312,5,60,0,1,1,1,1,6e+05,0,11,6.83333333333333e-07
4782218,1,1,1,"BOGOTA",71,1,2,4,1,12,1,24,1,2,2,0,936.213989257812,5,54,0,1,0,1,1,216666.671875,0,11,2.16666666666667e-07
4782219,1,1,1,"BOGOTA",37,1,6,6,1,12,1,9,9,1,2,0,26666.666015625,7,70,1,0,0,0,5,8e+06,0,11,8e-06
4782219,1,2,1,"BOGOTA",36,0,6,6,1,12,1,96,9,1,2,0,32005.556640625,7,50,1,0,0,0,5,6858333.5,0,11,7.24833333333333e-06
4782220,1,1,1,"BOGOTA",49,0,2,5,1,12,3,6,1,1,2,0,3981.25,6,40,0,1,0,1,1,682500,1,11,7.325e-07
4782221,1,2,1,"BOGOTA",44,0,6,6,1,12,1,12,9,1,2,0,147583.328125,7,40,1,0,0,0,5,25300000,0,11,2.83e-05
4782222,1,1,1,"BOGOTA",50,0,3,6,1,12,1,24,1,1,2,0,5266.2041015625,7,48,1,0,0,1,1,1083333.375,0,11,1.38333333333333e-06
4782222,1,2,1,"BOGOTA",48,0,3,5,1,12,4,60,1,2,2,0,11666.6669921875,6,30,0,1,1,1,1,1500000,1,11,1.5e-06
4782223,1,1,1,"BOGOTA",50,1,2,1,1,12,4,84,1,2,2,0,5250,1,40,0,1,1,1,1,9e+05,0,11,9e-07
4782223,1,4,1,"BOGOTA",19,0,2,6,1,12,1,0,2,2,2,0,5600,7,20,0,1,0,1,2,480000,0,11,5.21666666666667e-07
4782224,1,1,1,"BOGOTA",37,1,6,6,1,12,4,36,1,1,2,0,30000,7,70,1,0,1,1,1,9e+06,0,11,9e-06
4782224,1,2,1,"BOGOTA",36,0,6,6,1,12,1,24,9,1,2,0,28680.5546875,7,40,1,0,0,0,5,4916666.5,0,11,4.91666666666667e-06
4782225,1,2,1,"BOGOTA",38,0,6,6,1,12,1,18,9,1,2,0,110250,7,40,1,0,0,0,5,18900000,0,11,1.89e-05
4782225,1,1,1,"BOGOTA",39,1,6,6,1,12,1,110,9,1,2,0,139027.78125,7,40,1,0,0,0,5,23833334,0,11,2.38333333333333e-05
4782226,1,2,1,"BOGOTA",41,0,6,6,1,12,1,252,9,1,2,0,33298.609375,7,48,1,0,0,0,5,6850000,0,11,7.45e-06
4782226,1,1,1,"BOGOTA",43,1,6,6,1,12,4,48,1,1,2,0,43750,7,48,1,0,1,1,1,9e+06,0,11,9e-06
4782227,1,2,1,"BOGOTA",45,0,3,6,1,12,1,216,9,1,2,0,18313.953125,7,43,1,0,0,0,5,3375000,0,11,3.375e-06
4782228,1,2,1,"BOGOTA",41,1,3,6,1,12,1,48,9,1,1,1e+07,86406.25,7,64,1,0,0,0,5,23700000,0,11,2.37e-05
4782228,1,1,1,"BOGOTA",39,0,3,6,1,12,1,72,7,1,2,0,5819.89501953125,7,60,1,0,0,0,4,1496544.375,0,11,1.49654433333333e-06
4782229,1,1,1,"BOGOTA",54,1,6,6,1,12,1,144,9,1,2,0,70000,7,50,1,0,0,0,5,1.5e+07,0,11,1.5e-05
4782230,1,2,1,"BOGOTA",50,0,2,4,1,12,1,204,4,1,2,0,4787.60009765625,5,48,1,0,0,0,3,984877.6875,0,11,9.84877666666667e-07
4782231,1,1,1,"BOGOTA",46,0,2,5,1,12,2,48,9,1,2,0,5055.5556640625,6,50,1,0,0,0,5,1083333.375,1,11,1.08333333333333e-06
4782232,1,1,1,"BOGOTA",39,0,6,6,1,12,1,84,9,1,1,1500000,46666.66796875,7,35,1,0,0,0,5,7e+06,0,11,7e-06
4782232,1,2,1,"BOGOTA",37,1,6,6,1,12,1,72,8,1,2,0,68098.765625,7,45,1,0,0,0,5,13133333,0,11,1.31333333333333e-05
4782233,1,1,1,"BOGOTA",38,1,2,5,1,12,1,2,2,2,2,0,4375,6,48,0,1,0,1,2,9e+05,1,11,1.08e-06
4782234,1,1,1,"BOGOTA",31,0,2,6,1,12,1,3,2,2,1,160000,4433.33349609375,7,40,0,1,0,1,2,760000,0,11,1.06e-06
4782235,1,1,1,"BOGOTA",48,1,6,6,1,12,5,150,7,1,2,0,43750,7,48,1,0,0,0,4,9e+06,0,11,9e-06
4782235,1,2,1,"BOGOTA",46,0,6,6,1,12,5,150,7,1,2,0,29166.666015625,7,48,1,0,0,0,4,6e+06,0,11,6e-06
4782236,1,1,1,"BOGOTA",33,0,3,5,1,12,1,3,2,1,2,0,4063.71044921875,6,51,1,0,0,1,2,888211,1,11,8.88211e-07
4782236,1,2,1,"BOGOTA",31,1,3,5,1,12,1,72,7,1,2,0,6985.5966796875,6,54,1,0,0,0,4,1616666.625,1,11,1.61666666666667e-06
4782237,1,1,1,"BOGOTA",34,0,3,6,1,12,1,60,9,1,2,0,2992.13061523438,7,66,1,0,0,0,5,846345.5,0,11,8.463455e-07
4782241,1,2,1,"BOGOTA",18,1,3,4,1,12,1,24,4,2,2,0,3888.88891601562,5,54,0,1,0,0,3,9e+05,0,11,1.068e-06
4782241,1,3,1,"BOGOTA",39,1,3,3,1,12,1,1,9,1,2,0,4900,4,50,1,0,0,0,5,1050000,0,11,1.05e-06
4782244,1,1,1,"BOGOTA",41,1,3,5,1,12,5,240,4,1,1,3e+05,8805.03125,6,53,1,0,0,0,3,2e+06,1,11,3.4e-06
4782244,1,2,1,"BOGOTA",49,0,3,5,1,12,5,36,4,1,1,0,14141.4140625,6,33,1,0,0,0,3,2e+06,1,11,2e-06
4782245,1,1,1,"BOGOTA",35,1,2,4,1,12,4,36,1,2,2,0,10111.111328125,5,60,0,1,1,1,1,2600000,0,11,2.6e-06
4782245,1,2,1,"BOGOTA",36,0,2,5,1,12,4,36,1,2,2,0,3589.74365234375,6,65,0,1,1,1,1,1e+06,1,11,1e-06
4782246,1,3,1,"BOGOTA",24,1,6,6,1,12,5,18,4,2,2,0,777.777770996094,7,60,0,1,0,0,3,2e+05,0,11,2e-07
4782252,1,1,1,"BOGOTA",34,1,3,5,1,12,4,172,1,2,2,0,2100,6,100,0,1,1,1,1,9e+05,1,11,9e-07
4782252,1,2,1,"BOGOTA",30,0,3,6,1,12,4,120,1,1,2,0,3333.33325195312,7,105,0,1,1,1,1,1500000,0,11,1.5e-06
4782254,1,2,1,"BOGOTA",39,0,3,6,1,12,1,24,9,1,2,0,4542.98291015625,7,48,1,0,0,0,5,934556.5,0,11,9.345565e-07
4782255,1,1,1,"BOGOTA",19,1,3,5,1,12,4,4,1,2,2,0,3266.66674804688,6,50,0,1,1,1,1,7e+05,1,11,7e-07
4782256,1,1,1,"BOGOTA",56,0,2,3,1,12,1,29,9,1,2,0,5320.7607421875,4,48,1,0,0,0,5,1094556.5,0,11,1.0945565e-06
4782257,1,3,1,"BOGOTA",24,0,3,5,1,12,1,0,4,1,2,0,5545.81396484375,6,40,1,0,0,0,3,950711,1,11,9.50711e-07
4782258,1,1,1,"BOGOTA",30,1,2,4,1,12,4,60,1,2,2,0,11666.6669921875,5,60,0,1,1,1,1,3e+06,0,11,3e-06
4782259,1,2,1,"BOGOTA",34,0,2,5,1,12,1,48,9,1,2,0,4693.67724609375,6,48,1,0,0,0,5,965556.5,1,11,9.655565e-07
4782260,1,2,1,"BOGOTA",38,0,2,4,1,12,3,24,1,1,2,0,5261.92431640625,5,48,1,0,0,1,1,1082453,0,11,1.722453e-06
4782261,1,1,1,"BOGOTA",34,1,2,5,1,12,1,7,9,2,2,0,7459.6494140625,6,48,0,1,0,0,5,1534556.5,1,11,1.5345565e-06
