"directorio","secuencia_p","orden","clase","dominio","age","sex","estrato1","p6210","p6240","mes","relab","p6426","p6870","p6920","p7040","p7070","y_total_m_ha","maxEducLevel","totalHoursWorked","formal","informal","cuentaPropia","microEmpresa","sizeFirm","y_total_m","college","depto","ingtot"
4545844,1,2,1,"BOGOTA",38,0,3,6,1,2,1,70,7,1,2,0,4112.90478515625,7,48,1,0,0,0,4,846083.3125,0,11,8.46083333333333e-07
4545845,1,1,1,"BOGOTA",65,1,1,3,1,2,1,458,2,2,2,0,2187.5,3,48,0,1,0,1,2,450000,0,11,4.5e-07
4545845,1,3,1,"BOGOTA",23,1,1,5,1,2,4,48,1,2,2,0,1166.66662597656,6,40,0,1,1,1,1,2e+05,1,11,2e-07
4545845,1,4,1,"BOGOTA",21,0,1,4,1,2,1,36,3,2,2,0,1458.33337402344,5,48,0,1,0,1,2,3e+05,0,11,3e-07
4545847,1,1,1,"BOGOTA",48,1,2,3,1,2,5,240,2,2,2,0,24305.5546875,4,48,0,1,0,1,2,5e+06,0,11,5e-06
4545847,1,2,1,"BOGOTA",48,0,2,5,1,2,1,120,2,1,2,0,7291.66650390625,6,48,1,0,0,1,2,1500000,1,11,1.5e-06
4545847,1,3,1,"BOGOTA",23,1,2,5,1,2,1,12,2,2,2,0,3888.88891601562,6,24,0,1,0,1,2,4e+05,1,11,4e-07
4545848,1,1,1,"BOGOTA",46,0,1,3,1,2,4,82,1,2,2,0,3208.33325195312,4,40,0,1,1,1,1,550000,0,11,5.5e-07
4545849,1,1,1,"BOGOTA",24,1,1,4,1,2,1,12,8,1,2,0,4525.3515625,5,48,1,0,0,0,5,930929.4375,0,11,9.30929416666667e-07
4545850,1,1,1,"BOGOTA",48,1,3,6,1,2,1,12,9,1,2,0,20416.666015625,7,48,1,0,0,0,5,4200000,0,11,4.433333e-06
4545850,1,3,1,"BOGOTA",23,1,3,6,1,2,1,12,9,1,2,0,11585.6474609375,7,48,1,0,0,0,5,2383333.25,0,11,2.63333333333333e-06
4545852,1,1,1,"BOGOTA",54,1,1,3,1,2,4,60,2,2,2,0,3500,4,40,0,1,1,1,2,6e+05,0,11,6e-07
4545853,1,1,1,"BOGOTA",66,1,3,5,1,2,4,60,3,1,2,0,5833.33349609375,6,40,1,0,1,1,2,1e+06,1,11,1e-06
4545854,1,1,1,"BOGOTA",35,1,4,6,1,2,1,18,9,1,2,0,46666.66796875,7,40,1,0,0,0,5,8e+06,0,11,8e-06
4545854,1,2,1,"BOGOTA",36,0,4,6,1,2,1,18,9,1,2,0,46666.66796875,7,40,1,0,0,0,5,8e+06,0,11,8e-06
4545856,1,1,1,"BOGOTA",72,1,3,3,1,2,4,120,1,2,2,0,3456.7900390625,3,54,0,1,1,1,1,8e+05,0,11,8e-07
4545856,1,2,1,"BOGOTA",53,1,3,5,1,2,4,300,1,2,2,0,2430.5556640625,6,48,0,1,1,1,1,5e+05,1,11,5e-07
4545858,1,1,1,"BOGOTA",58,0,4,5,1,2,2,312,9,1,2,0,12152.77734375,6,40,1,0,0,0,5,2083333.25,1,11,2.08333333333333e-06
4545858,1,2,1,"BOGOTA",49,1,4,6,1,2,4,24,1,2,2,0,3888.88891601562,7,60,0,1,1,1,1,1e+06,0,11,1e-06
4545859,1,1,1,"BOGOTA",41,1,3,5,1,2,1,24,3,1,2,0,11243.1552734375,6,48,1,0,0,1,2,2312877.75,1,11,2.31287766666667e-06
4545859,1,2,1,"BOGOTA",35,0,3,5,1,2,1,18,3,1,2,0,5695.00732421875,6,48,1,0,0,1,2,1171544.375,1,11,1.17154433333333e-06
4545860,1,1,1,"BOGOTA",55,1,6,6,1,2,4,120,1,2,1,0,43750,7,64,0,1,1,1,1,1.2e+07,0,11,1.2e-05
4545860,1,2,1,"BOGOTA",47,0,6,6,1,2,4,86,9,1,1,3600000,4038.46142578125,7,52,1,0,1,0,5,9e+05,0,11,4.5e-06
4545861,1,1,1,"BOGOTA",51,1,4,6,1,2,4,1,9,1,2,0,11666.6669921875,7,40,1,0,1,0,5,2e+06,0,11,2e-06
4545863,1,2,1,"BOGOTA",43,0,2,5,1,2,1,18,9,1,2,0,4525.3515625,6,48,1,0,0,0,5,930929.4375,1,11,9.30929416666667e-07
4545864,1,1,1,"BOGOTA",22,1,2,6,1,2,1,3,7,1,2,0,5986.673828125,7,48,1,0,0,0,4,1231544.375,0,11,1.23154433333333e-06
4545867,1,1,1,"BOGOTA",21,1,2,5,1,2,1,24,6,1,2,0,4356.13720703125,6,48,1,0,0,0,4,896119.6875,1,11,8.96119666666667e-07
4545867,1,2,1,"BOGOTA",21,0,2,5,1,2,1,24,6,1,2,0,4356.13720703125,6,48,1,0,0,0,4,896119.6875,1,11,8.96119666666667e-07
4545867,1,3,1,"BOGOTA",18,1,2,5,1,2,1,12,9,1,2,0,4356.13720703125,6,48,1,0,0,0,5,896119.6875,1,11,8.96119666666667e-07
4545867,1,4,1,"BOGOTA",21,0,2,5,1,2,1,2,9,1,2,0,4226.5078125,6,48,1,0,0,0,5,869453,1,11,8.69453e-07
4545868,1,1,1,"BOGOTA",38,1,2,5,1,2,1,24,9,1,2,0,5833.33349609375,6,48,1,0,0,0,5,1200000,1,11,1.2e-06
4545869,1,1,1,"BOGOTA",52,1,2,5,1,2,1,120,9,1,2,0,3953.0556640625,6,60,1,0,0,0,5,1016500,1,11,1.0165e-06
4545869,1,2,1,"BOGOTA",48,0,2,6,1,2,1,24,4,1,2,0,7595.486328125,7,48,1,0,0,0,3,1562500,0,11,1.5625e-06
4545870,1,1,1,"BOGOTA",20,1,1,4,1,2,1,0,4,2,2,0,4375,5,48,0,1,0,0,3,9e+05,0,11,9e-07
4545871,1,1,1,"BOGOTA",38,1,2,5,1,2,1,60,2,2,2,0,5055.5556640625,6,60,0,1,0,1,2,1300000,1,11,1.3e-06
4545871,1,2,1,"BOGOTA",34,0,2,5,1,2,1,16,9,1,2,0,6426.388671875,6,40,1,0,0,0,5,1101666.625,1,11,1.10166666666667e-06
4545873,1,1,1,"BOGOTA",40,1,3,6,1,2,1,120,9,1,2,0,44236.11328125,7,40,1,0,0,0,5,7583333.5,0,11,7.58333333333333e-06
4545874,1,1,1,"BOGOTA",55,1,3,6,1,2,2,5,9,1,2,0,12152.7783203125,7,40,1,0,0,0,5,2083333.375,0,11,2.08333333333333e-06
4545875,1,2,1,"BOGOTA",46,1,3,3,1,2,4,96,1,2,2,0,1333.33337402344,3,105,0,1,1,1,1,6e+05,0,11,6e-07
4545875,1,3,1,"BOGOTA",27,0,3,6,1,2,1,24,9,1,2,0,14583.3330078125,7,40,1,0,0,0,5,2500000,0,11,2.5e-06
4545875,1,4,1,"BOGOTA",25,1,3,6,1,2,1,3,9,1,2,0,4226.5078125,7,48,1,0,0,0,5,869453,0,11,8.69453e-07
4545876,1,1,1,"BOGOTA",56,1,3,3,1,2,5,240,2,2,2,0,7777.77783203125,4,60,0,1,0,1,2,2e+06,0,11,3e-06
4545879,1,1,1,"BOGOTA",68,1,3,6,1,2,4,120,1,2,2,0,19444.4453125,7,60,0,1,1,1,1,5e+06,0,11,5e-06
4545880,1,1,1,"BOGOTA",57,0,2,3,1,2,4,400,1,2,2,0,291.666656494141,4,40,0,1,1,1,1,50000,0,11,5e-08
4545881,1,2,1,"BOGOTA",25,1,2,4,1,2,1,36,3,2,2,0,5833.33349609375,5,48,0,1,0,1,2,1200000,0,11,1.2e-06
4545882,1,1,1,"BOGOTA",64,0,6,6,1,2,4,36,1,3,2,0,19444.4453125,7,24,1,0,1,1,1,2e+06,0,11,2e-06
4545885,1,1,1,"BOGOTA",61,1,4,4,1,2,5,360,3,2,2,0,7291.66650390625,5,48,0,1,0,1,2,1500000,0,11,2.3e-06
4545885,1,2,1,"BOGOTA",44,0,4,5,1,2,5,300,3,1,2,0,12962.962890625,6,36,1,0,0,1,2,2e+06,1,11,2.8e-06
4545886,1,1,1,"BOGOTA",48,1,2,3,1,2,4,52,1,2,2,0,2187.5,4,48,0,1,1,1,1,450000,0,11,4.5e-07
4545887,1,1,1,"BOGOTA",26,1,3,5,1,2,1,11,3,1,2,0,3691.0234375,6,72,1,0,0,1,2,1138944.375,1,11,1.13894433333333e-06
4545888,1,1,1,"BOGOTA",22,1,3,6,1,2,4,24,1,2,2,0,1944.44445800781,7,48,0,1,1,1,1,4e+05,0,11,4e-07
4545889,1,1,1,"BOGOTA",48,0,4,5,1,2,5,204,2,1,1,120000,3798.44970703125,6,43,1,0,0,1,2,7e+05,1,11,8.2e-07
4545889,1,3,1,"BOGOTA",38,0,4,5,1,2,1,156,4,1,2,0,4676.16064453125,6,48,1,0,0,0,3,961953,1,11,9.61953e-07
4545890,1,1,1,"BOGOTA",62,1,3,6,1,2,1,168,9,3,2,0,6601.17236328125,7,42,1,0,0,0,5,1188211,0,11,2.408211e-06
4545890,1,2,1,"BOGOTA",55,0,3,5,1,2,3,36,1,2,2,0,2777.77758789062,6,35,0,1,0,1,1,416666.65625,1,11,6.56666666666667e-07
4545891,1,4,1,"BOGOTA",30,1,4,6,1,2,1,26,9,1,2,0,31597.220703125,7,40,1,0,0,0,5,5416666.5,0,11,5.41666666666667e-06
4545892,1,1,1,"BOGOTA",41,0,2,6,1,2,4,10,7,1,2,0,8750,7,48,1,0,1,0,4,1800000,0,11,1.8e-06
4545893,1,1,1,"BOGOTA",54,1,4,5,1,2,5,36,2,1,2,0,14583.3330078125,6,48,1,0,0,1,2,3e+06,1,11,3e-06
4545893,1,4,1,"BOGOTA",33,1,4,6,1,2,4,48,1,2,2,0,35000,7,10,0,1,1,1,1,1500000,0,11,1.5e-06
4545895,1,1,1,"BOGOTA",41,0,2,5,1,2,1,36,9,1,2,0,4509.10009765625,6,48,1,0,0,0,5,927586.3125,1,11,9.27586333333333e-07
4545895,1,2,1,"BOGOTA",19,1,2,5,1,2,1,6,9,1,2,0,4226.5078125,6,48,1,0,0,0,5,869453,1,11,8.69453e-07
4545896,1,1,1,"BOGOTA",49,1,4,6,1,2,4,120,1,2,2,0,18666.666015625,7,50,0,1,1,1,1,4e+06,0,11,4e-06
4545896,1,2,1,"BOGOTA",55,0,4,6,1,2,1,180,9,1,2,0,42648.1484375,7,60,1,0,0,0,5,10966667,0,11,1.09666666666667e-05
4545897,1,1,1,"BOGOTA",48,1,1,5,1,2,4,36,1,2,2,0,6140.35107421875,6,38,0,1,1,1,1,1e+06,1,11,1e-06
4545898,1,3,1,"BOGOTA",29,1,4,6,1,2,1,6,4,1,2,0,10127.3154296875,7,48,1,0,0,0,3,2083333.375,0,11,2.08333333333333e-06
4545899,1,1,1,"BOGOTA",32,1,1,3,1,2,1,5,4,2,2,0,2000,4,105,0,1,0,0,3,9e+05,0,11,9e-07
4545900,1,1,1,"BOGOTA",51,0,1,3,1,2,1,240,8,2,2,0,3402.77783203125,4,48,0,1,0,0,5,7e+05,0,11,7e-07
4545900,1,2,1,"BOGOTA",28,0,1,5,1,2,1,72,8,2,2,0,3645.83325195312,6,48,0,1,0,0,5,750000,1,11,7.5e-07
4545901,1,2,1,"BOGOTA",36,0,1,4,1,2,4,36,7,1,2,0,4861.111328125,5,48,1,0,1,0,4,1e+06,0,11,1e-06
4545903,1,1,1,"BOGOTA",25,1,2,5,1,2,1,8,9,1,2,0,4226.5078125,6,48,1,0,0,0,5,869453,1,11,8.69453e-07
4545903,1,2,1,"BOGOTA",24,0,2,6,1,2,1,24,8,1,2,0,4525.3515625,7,48,1,0,0,0,5,930929.4375,0,11,9.30929416666667e-07
4545904,1,1,1,"BOGOTA",55,1,2,5,1,2,1,360,4,2,2,0,5695.00732421875,6,48,0,1,0,0,3,1171544.375,1,11,1.17154433333333e-06
4545904,1,2,1,"BOGOTA",50,0,2,3,1,2,3,96,1,1,2,0,4525.3515625,4,48,1,0,0,1,1,930929.4375,0,11,1.03092941666667e-06
4545908,1,1,1,"BOGOTA",23,1,2,4,1,2,1,24,2,2,2,0,4666.66650390625,5,60,0,1,0,1,2,1200000,0,11,1.2e-06
4545909,1,1,1,"BOGOTA",47,1,2,5,1,2,4,260,1,2,2,0,2722.22216796875,6,60,0,1,1,1,1,7e+05,1,11,7e-07
4545938,1,1,1,"BOGOTA",32,0,3,5,1,2,4,6,1,2,2,0,2500,6,56,0,1,1,1,1,6e+05,1,11,6e-07
4545938,1,2,1,"BOGOTA",58,1,3,4,1,2,4,6,1,2,2,0,2333.33325195312,5,60,0,1,1,1,1,6e+05,0,11,6e-07
4548588,1,3,1,"BOGOTA",43,0,4,6,1,2,1,65,8,1,2,0,24738.1953125,7,48,1,0,0,0,5,5089000,0,11,6.855e-06
4548588,1,4,1,"BOGOTA",32,0,4,6,1,2,2,60,9,1,2,0,16714.4453125,7,30,1,0,0,0,5,2149000,0,11,2.949e-06
4548589,1,1,1,"BOGOTA",35,1,2,4,1,2,4,96,5,2,2,0,4861.111328125,5,48,0,1,1,0,4,1e+06,0,11,1e-06
4549440,1,1,1,"BOGOTA",36,1,2,3,1,2,1,4,5,1,2,0,2770.83325195312,3,48,1,0,0,0,4,570000,0,11,5.7e-07
4549440,1,2,1,"BOGOTA",32,0,2,4,1,2,1,1,9,1,2,0,4355.5556640625,5,48,1,0,0,0,5,896000,0,11,8.96e-07
4549441,1,1,1,"BOGOTA",38,1,6,6,1,2,1,20,9,1,2,0,58333.33203125,7,40,1,0,0,0,5,1e+07,0,11,1.07e-05
4549441,1,2,1,"BOGOTA",39,0,6,6,1,2,1,14,9,1,2,0,70000,7,40,1,0,0,0,5,1.2e+07,0,11,1.2e-05
4551396,1,1,1,"BOGOTA",80,1,3,3,1,2,5,720,3,2,2,0,11666.6669921875,4,24,0,1,0,1,2,1200000,0,11,1.2e-06
4551396,1,2,1,"BOGOTA",73,0,3,3,1,2,5,432,2,2,2,0,16666.666015625,4,42,0,1,0,1,2,3e+06,0,11,4e-06
4551399,1,1,1,"BOGOTA",45,1,2,5,1,2,1,101,4,1,2,0,6110.2099609375,6,44,1,0,0,0,3,1152211,1,11,1.152211e-06
4551401,1,3,1,"BOGOTA",32,0,3,6,1,2,1,48,9,1,2,0,19241.8984375,7,48,1,0,0,0,5,3958333.25,0,11,3.95833333333333e-06
4551402,1,1,1,"BOGOTA",31,1,2,3,1,2,1,2,4,2,2,0,4096.5478515625,4,48,0,1,0,0,3,842718.4375,0,11,8.42718416666667e-07
4551403,1,1,1,"BOGOTA",29,1,2,5,1,2,1,106,2,2,2,0,3181.81811523438,6,66,0,1,0,1,2,9e+05,1,11,9e-07
4551404,1,3,1,"BOGOTA",44,0,3,6,1,2,4,240,1,1,2,0,29166.666015625,7,40,1,0,1,1,1,5e+06,0,11,5e-06
4551404,1,7,1,"BOGOTA",21,0,3,6,1,2,1,6,9,1,1,0,4069.70068359375,7,62,1,0,0,0,5,1081377.625,0,11,2.68137766666667e-06
4551404,1,6,1,"BOGOTA",28,1,3,5,1,2,1,96,6,1,2,0,4782.73876953125,6,48,1,0,0,0,4,983877.6875,1,11,9.83877666666667e-07
4551404,1,4,1,"BOGOTA",34,1,3,6,1,2,1,144,7,1,2,0,11234.568359375,7,45,1,0,0,0,4,2166666.75,0,11,2.44666666666667e-06
4551405,1,2,1,"BOGOTA",21,0,3,6,1,2,4,4,1,2,2,0,972.222229003906,7,48,0,1,1,1,1,2e+05,0,11,2e-07
4551406,1,1,1,"BOGOTA",41,1,2,5,1,2,4,72,2,1,2,0,4925.92578125,6,45,1,0,1,1,2,950000,1,11,9.5e-07
4551407,1,1,1,"BOGOTA",56,1,3,6,1,2,1,240,9,1,2,0,12138.8896484375,7,70,1,0,0,0,5,3641666.75,0,11,4.44166666666667e-06
4551410,1,1,1,"BOGOTA",63,0,2,3,1,2,4,48,2,2,2,0,2000,4,70,0,1,1,1,2,6e+05,0,11,9e-07
4551410,1,3,1,"BOGOTA",24,1,2,5,1,2,1,12,2,2,2,0,3888.88891601562,6,48,0,1,0,1,2,8e+05,1,11,8e-07
4551411,1,1,1,"BOGOTA",56,0,3,6,1,2,4,120,9,1,2,0,12962.962890625,7,63,1,0,1,0,5,3500000,0,11,3.5e-06
4551412,1,3,1,"BOGOTA",22,1,2,6,1,2,1,48,3,2,2,0,5181.23095703125,7,40,0,1,0,1,2,888211,0,11,8.88211e-07
4551412,1,1,1,"BOGOTA",54,0,2,4,1,2,1,312,9,1,1,250000,4277.5283203125,5,66,1,0,0,0,5,1209929.5,0,11,1.20992941666667e-06
4551414,1,2,1,"BOGOTA",26,1,2,5,1,2,1,8,8,1,2,0,4525.3515625,6,48,1,0,0,0,5,930929.4375,1,11,9.30929416666667e-07
4551414,1,1,1,"BOGOTA",47,0,2,3,1,2,1,4,2,2,2,0,3645.83325195312,4,48,0,1,0,1,2,750000,0,11,7.9e-07
4551415,1,1,1,"BOGOTA",34,1,2,6,1,2,1,86,9,1,2,0,4610.53564453125,7,48,1,0,0,0,5,948453,0,11,9.48453e-07
4551415,1,2,1,"BOGOTA",34,0,2,6,1,2,1,48,9,1,2,0,4509.26220703125,7,48,1,0,0,0,5,927619.6875,0,11,9.27619666666667e-07
4551416,1,2,1,"BOGOTA",33,0,3,6,1,2,1,1,9,1,2,0,12152.77734375,7,48,1,0,0,0,5,2500000,0,11,2.728e-06
4551416,2,2,1,"BOGOTA",28,1,3,6,1,2,1,24,9,1,2,0,8101.8515625,7,48,1,0,0,0,5,1666666.625,0,11,1.66666666666667e-06
4551416,2,1,1,"BOGOTA",55,0,3,3,1,2,1,60,9,1,2,0,4050.92578125,4,48,1,0,0,0,5,833333.3125,0,11,8.33333333333333e-07
4551417,1,2,1,"BOGOTA",36,0,2,5,1,2,1,36,5,1,2,0,7664.3515625,6,48,1,0,0,0,4,1576666.625,1,11,1.57666666666667e-06
4551418,1,1,1,"BOGOTA",52,0,2,5,1,2,1,18,9,1,2,0,4525.3515625,6,48,1,0,0,0,5,930929.4375,1,11,1.13092941666667e-06
4551419,1,1,1,"BOGOTA",36,1,3,6,1,2,1,192,8,1,2,0,11274.0830078125,7,48,1,0,0,0,5,2319240,0,11,2.41924e-06
4551419,1,2,1,"BOGOTA",33,0,3,6,1,2,1,96,8,1,2,0,10597.22265625,7,48,1,0,0,0,5,2180000,0,11,2.28e-06
4551420,1,2,1,"BOGOTA",32,0,2,5,1,2,1,37,7,1,2,0,4489.0078125,6,48,1,0,0,0,4,923453,1,11,9.23453e-07
4551420,1,1,1,"BOGOTA",41,1,2,5,1,2,1,49,4,2,2,0,3645.83325195312,6,48,0,1,0,0,3,750000,1,11,7.5e-07
4551421,1,1,1,"BOGOTA",23,1,2,4,1,2,1,24,3,2,2,0,3797.7041015625,5,48,0,1,0,1,2,781242,0,11,7.81242e-07
4551422,1,1,1,"BOGOTA",30,1,2,5,1,2,1,1,2,1,2,0,4226.5078125,6,48,1,0,0,1,2,869453,1,11,8.69453e-07
4551422,1,2,1,"BOGOTA",33,0,2,5,1,2,3,0,1,1,2,0,4226.5078125,6,48,1,0,0,1,1,869453,1,11,1.169453e-06
4551424,1,1,1,"BOGOTA",44,1,2,4,1,2,4,12,1,2,2,0,3333.33325195312,5,70,0,1,1,1,1,1e+06,0,11,1e-06
4551425,1,1,1,"BOGOTA",53,0,2,5,1,2,1,48,3,2,1,110000,4246.66650390625,6,50,0,1,0,1,2,910000,1,11,9.1e-07
4551426,1,1,1,"BOGOTA",30,1,3,6,1,2,1,9,8,1,2,0,12196.9697265625,7,55,1,0,0,0,5,2875000,0,11,3.275e-06
4551426,1,2,1,"BOGOTA",30,0,3,6,1,2,1,24,9,1,2,0,27789.3515625,7,48,1,0,0,0,5,5716666.5,0,11,5.71666666666667e-06
4551427,1,1,1,"BOGOTA",43,1,2,5,1,2,1,12,9,1,2,0,4477.6650390625,6,48,1,0,0,0,5,921119.6875,1,11,9.21119666666667e-07
4551428,1,1,1,"BOGOTA",32,0,2,6,1,2,1,24,4,1,2,0,4666.32373046875,7,48,1,0,0,0,3,959929.4375,0,11,9.59929416666667e-07
4551429,1,3,1,"BOGOTA",34,0,2,4,1,2,1,12,4,1,2,0,3852.3701171875,5,70,1,0,0,0,3,1155711,0,11,1.275711e-06
4551430,1,1,1,"BOGOTA",41,0,2,3,1,2,1,36,4,2,2,0,5185.18505859375,3,45,0,1,0,0,3,1e+06,0,11,1.15e-06
4551430,1,4,1,"BOGOTA",20,0,2,4,1,2,3,1,1,2,2,0,4525.3515625,5,48,0,1,0,1,1,930929.4375,0,11,1.13092941666667e-06
4551431,1,2,1,"BOGOTA",38,0,2,4,1,2,4,96,1,2,2,0,3888.88891601562,5,60,0,1,1,1,1,1e+06,0,11,1e-06
4551431,1,1,1,"BOGOTA",41,1,2,4,1,2,1,12,9,1,2,0,6463.33349609375,5,48,1,0,0,0,5,1329600,0,11,1.3296e-06
4551431,1,3,1,"BOGOTA",22,1,2,4,1,2,1,48,2,2,2,0,4666.66650390625,5,60,0,1,0,1,2,1200000,0,11,1.2e-06
4551433,1,3,1,"BOGOTA",22,1,2,6,1,2,1,18,3,2,2,0,2333.33325195312,7,30,0,1,0,1,2,3e+05,0,11,3e-07
4551433,1,5,1,"BOGOTA",20,0,2,6,1,2,1,15,6,1,2,0,5617.2841796875,7,45,1,0,0,0,4,1083333.375,0,11,1.08333333333333e-06
4551434,1,1,1,"BOGOTA",36,1,3,6,1,2,2,22,9,1,2,0,13042.361328125,7,48,1,0,0,0,5,2683000,0,11,2.683e-06
4551436,1,1,1,"BOGOTA",49,1,3,6,1,2,4,132,1,1,2,0,3500,7,60,1,0,1,1,1,9e+05,0,11,9e-07
4551436,1,3,1,"BOGOTA",18,1,3,5,1,2,1,6,9,1,2,0,4226.5078125,6,48,1,0,0,0,5,869453,1,11,8.69453e-07
4551438,1,1,1,"BOGOTA",58,1,2,5,1,2,1,24,6,1,2,0,5079.861328125,6,48,1,0,0,0,4,1045000,1,11,1.045e-06
4551439,1,2,1,"BOGOTA",35,0,2,5,1,2,4,18,2,2,2,0,1333.33337402344,6,70,0,1,1,1,2,4e+05,1,11,4e-07
4551439,1,1,1,"BOGOTA",33,1,2,4,1,2,4,108,2,2,2,0,2666.66674804688,5,70,0,1,1,1,2,8e+05,0,11,8e-07
4551440,1,2,1,"BOGOTA",37,0,3,5,1,2,5,180,4,1,2,0,2722.22216796875,6,60,1,0,0,0,3,7e+05,1,11,7e-07
4551440,1,1,1,"BOGOTA",44,1,3,3,1,2,5,180,4,2,2,0,2722.22216796875,3,60,0,1,0,0,3,7e+05,0,11,7e-07
4551440,1,6,1,"BOGOTA",18,0,3,6,1,2,1,1,9,2,2,0,3797.7041015625,7,48,0,1,0,0,5,781242,0,11,7.81242e-07
4551440,1,3,1,"BOGOTA",19,1,3,5,1,2,4,18,1,2,2,0,909.090881347656,6,77,0,1,1,1,1,3e+05,1,11,3e-07
4551440,1,5,1,"BOGOTA",40,1,3,6,1,2,4,120,1,1,1,21662.5546533417,3070.17553710938,7,114,1,0,1,1,1,1500000,0,11,1.5e-06
4551441,1,1,1,"BOGOTA",50,0,3,6,1,2,1,72,4,2,2,0,4375,7,48,0,1,0,0,3,9e+05,0,11,9e-07
4551442,1,1,1,"BOGOTA",37,1,3,5,1,2,1,204,9,1,2,0,8469.0810546875,6,48,1,0,0,0,5,1742211,1,11,2.842211e-06
4551443,1,2,1,"BOGOTA",31,0,3,5,1,2,1,11,9,1,2,0,4550.58203125,6,48,1,0,0,0,5,936119.6875,1,11,9.36119666666667e-07
4551443,1,1,1,"BOGOTA",30,1,3,6,1,2,1,96,9,1,2,0,6834.0087890625,7,40,1,0,0,0,5,1171544.375,0,11,1.22154433333333e-06
4551444,1,3,1,"BOGOTA",25,1,3,6,1,2,4,12,1,2,2,0,6222.22216796875,7,15,0,1,1,1,1,4e+05,0,11,4e-07
4551445,1,1,1,"BOGOTA",59,1,2,5,1,2,1,8,2,1,2,0,4946.1806640625,6,48,1,0,0,1,2,1017500,1,11,1.0175e-06
4551446,1,1,1,"BOGOTA",47,0,2,3,1,2,4,12,1,2,2,0,2673.61108398438,3,48,0,1,1,1,1,550000,0,11,6.15e-07
4551447,1,1,1,"BOGOTA",52,1,2,3,1,2,4,1,1,2,2,0,3733.33325195312,3,50,0,1,1,1,1,8e+05,0,11,1.45e-06
4551448,1,1,1,"BOGOTA",27,1,3,5,1,2,4,120,4,2,2,0,3402.77783203125,6,48,0,1,1,0,3,7e+05,1,11,7e-07
4551450,1,1,1,"BOGOTA",30,1,2,5,1,2,1,60,9,1,2,0,4666.32373046875,6,48,1,0,0,0,5,959929.4375,1,11,9.59929416666667e-07
4551451,2,1,1,"BOGOTA",34,1,2,5,1,2,1,1,8,1,2,0,4562.44287109375,6,46,1,0,0,0,5,899453,1,11,8.99453e-07
4551452,1,1,1,"BOGOTA",44,1,2,6,1,2,4,120,1,1,1,1600000,11217.9482421875,7,52,1,0,1,1,1,2500000,0,11,5.1e-06
4551453,1,1,1,"BOGOTA",53,1,2,3,1,2,1,180,5,1,2,0,4342.59228515625,3,48,1,0,0,0,4,893333.3125,0,11,8.93333333333333e-07
4551453,1,4,1,"BOGOTA",18,1,2,6,1,2,1,1,3,2,2,0,3888.88891601562,7,48,0,1,0,1,2,8e+05,0,11,8e-07
4551453,1,3,1,"BOGOTA",28,1,2,5,1,2,1,72,6,1,2,0,4375,6,50,1,0,0,0,4,937500,1,11,9.375e-07
4551455,1,2,1,"BOGOTA",24,0,3,4,1,2,5,36,2,2,2,0,4861.111328125,5,48,0,1,0,1,2,1e+06,0,11,1e-06
4551455,1,1,1,"BOGOTA",40,1,3,4,1,2,1,10,4,1,2,0,4938.888671875,5,48,1,0,0,0,3,1016000,0,11,1.016e-06
4551455,1,5,1,"BOGOTA",44,0,3,3,1,2,1,1,4,2,2,0,3000,4,70,0,1,0,0,3,9e+05,0,11,1.35e-06
4551455,1,7,1,"BOGOTA",27,1,3,4,1,2,1,36,2,2,2,0,2666.66674804688,5,70,0,1,0,1,2,8e+05,0,11,8e-07
4551456,1,2,1,"BOGOTA",28,1,1,5,1,2,1,14,2,2,2,0,3797.7041015625,6,48,0,1,0,1,2,781242,1,11,7.81242e-07
4551456,1,5,1,"BOGOTA",25,1,1,5,1,2,1,12,4,1,2,0,5243.619140625,6,48,1,0,0,0,3,1078687.375,1,11,1.07868741666667e-06
4551456,1,8,1,"BOGOTA",24,1,1,4,1,2,1,2,4,2,2,0,3381.2060546875,5,60,0,1,0,0,3,869453,0,11,8.69453e-07
4551457,1,1,1,"BOGOTA",58,1,2,5,1,2,1,36,4,1,2,0,3958.70874023438,6,72,1,0,0,0,3,1221544.375,1,11,1.22154433333333e-06
4551458,1,1,1,"BOGOTA",51,0,2,6,1,2,1,20,9,1,2,0,6108.20166015625,7,48,1,0,0,0,5,1256544.375,0,11,1.25654433333333e-06
4551458,1,2,1,"BOGOTA",40,1,2,6,1,2,1,60,9,1,2,0,4652.6650390625,7,48,1,0,0,0,5,957119.6875,0,11,9.57119666666667e-07
4551458,1,3,1,"BOGOTA",22,1,2,6,1,2,1,24,9,1,2,0,7056.11865234375,7,48,1,0,0,0,5,1451544.375,0,11,1.45154433333333e-06
4551461,1,1,1,"BOGOTA",40,1,3,3,1,2,4,240,1,2,2,0,3966.66674804688,4,50,0,1,1,1,1,850000,0,11,8.5e-07
4551462,1,1,1,"BOGOTA",22,1,2,5,1,2,1,28,9,1,2,0,6987.76220703125,6,50,1,0,0,0,5,1497377.625,1,11,1.49737766666667e-06
4551463,1,1,1,"BOGOTA",29,1,1,4,1,2,1,24,8,2,2,0,3038.16333007812,5,60,0,1,0,0,5,781242,0,11,7.81242e-07
4551466,1,2,1,"BOGOTA",21,0,2,5,1,2,1,3,2,1,2,0,4537.037109375,6,72,1,0,0,1,2,1400000,1,11,1.4e-06
